NodeA,NodeB,flag,Nt,connection_T,Raa,Rab,Rac,Rba,Rbb,Rbc,Rca,Rcb,Rcc,Xaa,Xab,Xac,Xba,Xbb,Xbc,Xca,Xcb,Xcc,Baa,Bab,Bac,Bba,Bbb,Bbc,Bca,Bcb,Bcc,linelength,Config,PdA_dis,QdA_dis,PdB_dis,QdB_dis,PdC_dis,QdC_dis,Load_Model_dis,Int_1_x,Int_1_y,Int_2_x,Int_2_y,Int_3_x,Int_3_y,NodeA_F,NodeB_F,flag_F,NodeA_T,NodeB_T,flag_T,NodeA_C,NodeB_C
76,86,0,0,None,0.061183712,0.020350379,0.02094697,0.020350379,0.060666667,0.020681818,0.02094697,0.020681818,0.061859848,0.141206439,0.051028409,0.056159091,0.051028409,0.142916667,0.066513258,0.056159091,0.066513258,0.138965909,7.16E-07,-9.26E-08,-1.54E-07,-9.26E-08,7.53E-07,-2.43E-07,-1.54E-07,-2.47E-07,7.93E-07,700,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,90,customer27
77,78,0,0,None,0.008854167,0.002907197,0.002954545,0.002907197,0.00874053,0.002992424,0.002954545,0.002992424,0.008837121,0.020416667,0.007289773,0.009501894,0.007289773,0.020172348,0.008022727,0.009501894,0.008022727,0.019852273,1.08E-07,-1.32E-08,-3.47E-08,-1.32E-08,1.02E-07,-2.21E-08,-3.47E-08,-2.21E-08,1.13E-07,100,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer44
78,79,0,0,None,0.019921875,0.006541193,0.006647727,0.006541193,0.019666193,0.006732955,0.006647727,0.006732955,0.019883523,0.0459375,0.016401989,0.021379261,0.016401989,0.045387784,0.018051136,0.021379261,0.018051136,0.044667614,2.42E-07,-2.98E-08,-7.81E-08,-2.98E-08,2.30E-07,-4.96E-08,-7.81E-08,-4.96E-08,2.55E-07,225,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer45
78,80,0,0,None,0.042057292,0.013809186,0.014034091,0.013809186,0.041517519,0.014214015,0.014034091,0.014214015,0.041976326,0.096979167,0.03462642,0.045133996,0.03462642,0.095818655,0.038107955,0.045133996,0.038107955,0.094298295,5.11E-07,-6.28E-08,-1.65E-07,-6.28E-08,4.86E-07,-1.05E-07,-1.65E-07,-1.05E-07,5.38E-07,475,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer46
80,81,0,0,None,0.042057292,0.013809186,0.014034091,0.013809186,0.041517519,0.014214015,0.014034091,0.014214015,0.041976326,0.096979167,0.03462642,0.045133996,0.03462642,0.095818655,0.038107955,0.045133996,0.038107955,0.094298295,5.11E-07,-6.28E-08,-1.65E-07,-6.28E-08,4.86E-07,-1.05E-07,-1.65E-07,-1.05E-07,5.38E-07,475,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer47
81,82,0,0,None,0.022135417,0.007267992,0.007386364,0.007267992,0.021851326,0.007481061,0.007386364,0.007481061,0.022092803,0.051041667,0.018224432,0.023754735,0.018224432,0.050430871,0.020056818,0.023754735,0.020056818,0.049630682,2.69E-07,-3.31E-08,-8.67E-08,-3.31E-08,2.56E-07,-5.51E-08,-8.67E-08,-5.51E-08,2.83E-07,250,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer48
81,84,0,0,None,0,0,0,0,0,0,0,0,0.169926136,0,0,0,0,0,0,0,0,0.172265625,0,0,0,0,0,0,0,0,5.78E-07,675,Line11,0,0,0,0,0,0,None,39.87319219,116.437263,39.87464866,116.4376889,,,,,,,,,49,customer108
82,83,0,0,None,0.022135417,0.007267992,0.007386364,0.007267992,0.021851326,0.007481061,0.007386364,0.007481061,0.022092803,0.051041667,0.018224432,0.023754735,0.018224432,0.050430871,0.020056818,0.023754735,0.020056818,0.049630682,2.69E-07,-3.31E-08,-8.67E-08,-3.31E-08,2.56E-07,-5.51E-08,-8.67E-08,-5.51E-08,2.83E-07,250,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer49
84,85,0,0,None,0,0,0,0,0,0,0,0,0.119577652,0,0,0,0,0,0,0,0,0.121223958,0,0,0,0,0,0,0,0,4.07E-07,475,Line11,0,0,0,0,0,0,None,,,,,,,,,,,,,49,customer109
86,87,0,0,None,0.03984375,0.013082386,0.013295455,0.013082386,0.039332386,0.013465909,0.013295455,0.013465909,0.039767045,0.091875,0.032803977,0.042758523,0.032803977,0.090775568,0.036102273,0.042758523,0.036102273,0.089335227,4.84E-07,-5.95E-08,-1.56E-07,-5.95E-08,4.60E-07,-9.92E-08,-1.56E-07,-9.92E-08,5.10E-07,450,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer50
87,88,0,0,None,0.044054924,0,0,0,0,0,0,0,0,0.044661458,0,0,0,0,0,0,0,0,1.50E-07,0,0,0,0,0,0,0,0,175,Line9,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer72
87,89,0,0,None,0.024348958,0.007994792,0.008125,0.007994792,0.024036458,0.008229167,0.008125,0.008229167,0.024302083,0.056145833,0.020046875,0.026130208,0.020046875,0.055473958,0.0220625,0.026130208,0.0220625,0.05459375,2.96E-07,-3.64E-08,-9.54E-08,-3.64E-08,2.81E-07,-6.07E-08,-9.54E-08,-6.07E-08,3.12E-07,275,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer51
89,90,0,0,None,0,0,0,0,0.056642045,0,0,0,0,0,0,0,0,0.057421875,0,0,0,0,0,0,0,0,1.93E-07,0,0,0,0,225,Line10,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer89
89,91,0,0,None,0.019921875,0.006541193,0.006647727,0.006541193,0.019666193,0.006732955,0.006647727,0.006732955,0.019883523,0.0459375,0.016401989,0.021379261,0.016401989,0.045387784,0.018051136,0.021379261,0.018051136,0.044667614,2.42E-07,-2.98E-08,-7.81E-08,-2.98E-08,2.30E-07,-4.96E-08,-7.81E-08,-4.96E-08,2.55E-07,225,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer52
91,92,0,0,None,0,0,0,0,0,0,0,0,0.075522727,0,0,0,0,0,0,0,0,0.0765625,0,0,0,0,0,0,0,0,2.57E-07,300,Line11,0,0,0,0,0,0,None,,,,,,,,,,,,,49,customer110
91,93,0,0,None,0.019921875,0.006541193,0.006647727,0.006541193,0.019666193,0.006732955,0.006647727,0.006732955,0.019883523,0.0459375,0.016401989,0.021379261,0.016401989,0.045387784,0.018051136,0.021379261,0.018051136,0.044667614,2.42E-07,-2.98E-08,-7.81E-08,-2.98E-08,2.30E-07,-4.96E-08,-7.81E-08,-4.96E-08,2.55E-07,225,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer53
93,94,0,0,None,0.069229167,0,0,0,0,0,0,0,0,0.070182292,0,0,0,0,0,0,0,0,2.35E-07,0,0,0,0,0,0,0,0,275,Line9,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer73
93,95,0,0,None,0.0265625,0.008721591,0.008863636,0.008721591,0.026221591,0.008977273,0.008863636,0.008977273,0.026511364,0.06125,0.021869318,0.028505682,0.021869318,0.060517045,0.024068182,0.028505682,0.024068182,0.059556818,3.23E-07,-3.97E-08,-1.04E-07,-3.97E-08,3.07E-07,-6.62E-08,-1.04E-07,-6.62E-08,3.40E-07,300,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer54
95,96,0,0,None,0,0,0,0,0.050348485,0,0,0,0,0,0,0,0,0.051041667,0,0,0,0,0,0,0,0,1.71E-07,0,0,0,0,200,Line10,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer90
97,98,0,0,None,0.024036458,0.007994792,0.008229167,0.007994792,0.023833333,0.008125,0.008229167,0.008125,0.024302083,0.055473958,0.020046875,0.0220625,0.020046875,0.056145833,0.026130208,0.0220625,0.026130208,0.05459375,2.81E-07,-3.64E-08,-6.07E-08,-3.64E-08,2.96E-07,-9.54E-08,-6.07E-08,-9.70E-08,3.12E-07,275,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,90,customer28
97,switch5,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer130
98,99,0,0,None,0.048072917,0.015989583,0.016458333,0.015989583,0.047666667,0.01625,0.016458333,0.01625,0.048604167,0.110947917,0.04009375,0.044125,0.04009375,0.112291667,0.052260417,0.044125,0.052260417,0.1091875,5.62E-07,-7.27E-08,-1.21E-07,-7.27E-08,5.91E-07,-1.91E-07,-1.21E-07,-1.94E-07,6.23E-07,550,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,90,customer29
99,100,0,0,None,0.026221591,0.008721591,0.008977273,0.008721591,0.026,0.008863636,0.008977273,0.008863636,0.026511364,0.060517045,0.021869318,0.024068182,0.021869318,0.06125,0.028505682,0.024068182,0.028505682,0.059556818,3.07E-07,-3.97E-08,-6.62E-08,-3.97E-08,3.23E-07,-1.04E-07,-6.62E-08,-1.06E-07,3.40E-07,300,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,90,customer30
100,450,0,0,None,0.069924242,0.023257576,0.023939394,0.023257576,0.069333333,0.023636364,0.023939394,0.023636364,0.07069697,0.161378788,0.058318182,0.064181818,0.058318182,0.163333333,0.076015152,0.064181818,0.076015152,0.158818182,8.18E-07,-1.06E-07,-1.76E-07,-1.06E-07,8.60E-07,-2.78E-07,-1.76E-07,-2.82E-07,9.06E-07,800,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer31
101,102,0,0,None,0,0,0,0,0,0,0,0,0.056642045,0,0,0,0,0,0,0,0,0.057421875,0,0,0,0,0,0,0,0,1.93E-07,225,Line11,0,0,0,0,0,0,None,,,,,,,,,,,,,49,customer111
101,105,0,0,None,0.024036458,0.007994792,0.008229167,0.007994792,0.023833333,0.008125,0.008229167,0.008125,0.024302083,0.055473958,0.020046875,0.0220625,0.020046875,0.056145833,0.026130208,0.0220625,0.026130208,0.05459375,2.81E-07,-3.64E-08,-6.07E-08,-3.64E-08,2.96E-07,-9.54E-08,-6.07E-08,-9.70E-08,3.12E-07,275,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer32
102,103,0,0,None,0,0,0,0,0,0,0,0,0.081816288,0,0,0,0,0,0,0,0,0.082942708,0,0,0,0,0,0,0,0,2.78E-07,325,Line11,0,0,0,0,0,0,None,,,,,,,,,,,,,49,customer112
103,104,0,0,None,0,0,0,0,0,0,0,0,0.176219697,0,0,0,0,0,0,0,0,0.178645833,0,0,0,0,0,0,0,0,5.99E-07,700,Line11,0,0,0,0,0,0,None,,,,,,,,,,,,,49,customer113
105,106,0,0,None,0,0,0,0,0.056642045,0,0,0,0,0,0,0,0,0.057421875,0,0,0,0,0,0,0,0,1.93E-07,0,0,0,0,225,Line10,0,0,0,0,0,0,None,,,,,,,,,,,,,49,customer91
105,108,0,0,None,0.028406723,0.00944839,0.009725379,0.00944839,0.028166667,0.009602273,0.009725379,0.009602273,0.028720644,0.065560133,0.023691761,0.026073864,0.023691761,0.066354167,0.030881155,0.026073864,0.030881155,0.064519886,3.32E-07,-4.30E-08,-7.17E-08,-4.30E-08,3.49E-07,-1.13E-07,-7.17E-08,-1.15E-07,3.68E-07,325,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer33
106,107,0,0,None,0,0,0,0,0.144751894,0,0,0,0,0,0,0,0,0.146744792,0,0,0,0,0,0,0,0,4.92E-07,0,0,0,0,575,Line10,0,0,0,0,0,0,None,,,,,,,,,,,,,49,customer92
108,109,0,0,None,0.113284091,0,0,0,0,0,0,0,0,0.11484375,0,0,0,0,0,0,0,0,3.85E-07,0,0,0,0,0,0,0,0,450,Line9,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer74
108,300,0,0,None,0.087405303,0.02907197,0.029924242,0.02907197,0.086666667,0.029545455,0.029924242,0.029545455,0.088371212,0.201723485,0.072897727,0.080227273,0.072897727,0.204166667,0.095018939,0.080227273,0.095018939,0.198522727,1.02E-06,-1.32E-07,-2.21E-07,-1.32E-07,1.08E-06,-3.47E-07,-2.21E-07,-3.53E-07,1.13E-06,1000,Line3,0,0,0,0,0,0,None,39.93927678,116.4058764,,,,,,,,,,,80,customer34
109,110,0,0,None,0.075522727,0,0,0,0,0,0,0,0,0.0765625,0,0,0,0,0,0,0,0,2.57E-07,0,0,0,0,0,0,0,0,300,Line9,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer75
110,111,0,0,None,0.144751894,0,0,0,0,0,0,0,0,0.146744792,0,0,0,0,0,0,0,0,4.92E-07,0,0,0,0,0,0,0,0,575,Line9,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer76
110,112,0,0,None,0.031467803,0,0,0,0,0,0,0,0,0.031901042,0,0,0,0,0,0,0,0,1.07E-07,0,0,0,0,0,0,0,0,125,Line9,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer77
112,113,0,0,None,0.132164773,0,0,0,0,0,0,0,0,0.133984375,0,0,0,0,0,0,0,0,4.49E-07,0,0,0,0,0,0,0,0,525,Line9,0,0,0,0,0,0,None,,,,,,,,,,,,,19,customer78
113,114,0,0,None,0.081816288,0,0,0,0,0,0,0,0,0.082942708,0,0,0,0,0,0,0,0,2.78E-07,0,0,0,0,0,0,0,0,325,Line9,0,0,0,0,0,0,None,39.94852668,116.4386099,,,,,,,,,,,19,customer79
135,35,0,0,None,0.032776989,0.011221591,0.010901989,0.011221591,0.033139205,0.011079545,0.010901989,0.011079545,0.0325,0.075646307,0.030085227,0.027336648,0.030085227,0.074446023,0.035632102,0.027336648,0.035632102,0.0765625,3.83E-07,-8.27E-08,-4.96E-08,-8.27E-08,4.25E-07,-1.30E-07,-4.96E-08,-1.30E-07,4.03E-07,375,Line4,0,0,0,0,0,0,None,39.90574609,116.3776179,39.9058737,116.3817977,,,,,,,,,80,customer41
149,1,0,0,None,0.034666667,0.011818182,0.011628788,0.011818182,0.035348485,0.011969697,0.011628788,0.011969697,0.034962121,0.081666667,0.038007576,0.029159091,0.038007576,0.079409091,0.032090909,0.029159091,0.032090909,0.080689394,4.30E-07,-1.39E-07,-5.29E-08,-1.39E-07,4.53E-07,-8.82E-08,-5.29E-08,-8.82E-08,4.09E-07,400,Line1,0,0,0,0,0,0,None,,,,,,,,,,,,,90,customer12
150,RG1,2,0,None,3,0,0,0,3,0,0,0,3,7.5,0,0,0,7.5,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,RGABC,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer121
152,52,0,0,None,0.034666667,0.011818182,0.011628788,0.011818182,0.035348485,0.011969697,0.011628788,0.011969697,0.034962121,0.081666667,0.038007576,0.029159091,0.038007576,0.079409091,0.032090909,0.029159091,0.032090909,0.080689394,4.30E-07,-1.39E-07,-5.29E-08,-1.39E-07,4.53E-07,-8.82E-08,-5.29E-08,-8.82E-08,4.09E-07,400,Line1,0,0,0,0,0,0,None,,,,,,,,,,,,,90,customer13
160,RG4,2,0,None,0.6,0,0,0,1.4,0,0,0,0.2,1.3,0,0,0,2.6,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,RGABC,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer122
197,101,0,0,None,0.021851326,0.007267992,0.007481061,0.007267992,0.021666667,0.007386364,0.007481061,0.007386364,0.022092803,0.050430871,0.018224432,0.020056818,0.018224432,0.051041667,0.023754735,0.020056818,0.023754735,0.049630682,2.56E-07,-3.31E-08,-5.51E-08,-3.31E-08,2.69E-07,-8.67E-08,-5.51E-08,-8.82E-08,2.83E-07,250,Line3,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer35
RG1,switch6,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer132
RG2,14,0,0,None,0.10699053,0,0,0,0,0,0,0,0,0.108463542,0,0,0,0,0,0,0,0,3.64E-07,0,0,0,0,0,0,0,0,425,Line9,0,0,0,0,0,0,None,39.8976858,116.3684662,39.89759896,116.3625287,39.89825431,116.3624067,,,,,,,19,customer80
RG3,26,0,0,None,0.030333333,0,0.010175189,0,0,0,0.010175189,0,0.030591856,0.071458333,0,0.025514205,0,0,0,0.025514205,0,0.07060322,3.39E-07,0,-6.99E-08,0,0,0,-6.99E-08,0,3.43E-07,350,Line7,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer57
RG4,67,0,0,None,0.030989583,0.010175189,0.010340909,0.010175189,0.030591856,0.010473485,0.010340909,0.010473485,0.030929924,0.071458333,0.025514205,0.033256629,0.025514205,0.07060322,0.028079545,0.033256629,0.028079545,0.069482955,3.76E-07,-4.63E-08,-1.21E-07,-4.63E-08,3.58E-07,-7.72E-08,-1.21E-07,-7.72E-08,3.96E-07,350,Line6,0,0,0,0,0,0,None,,,,,,,,,,,,,80,customer55
switch1,152,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer124
switch2,135,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer126
switch3,160,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer128
switch4,XF1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer135
switch5,197,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer131
switch6,149,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,switch,0,0,0,0,0,0,None,,,,,,,,,,,,,43,customer133
XF1,610,1,8.667,DELTA_DELTA,0.0127,0,0,0,0.0127,0,0,0,0.0127,0.0272,0,0,0,0.0272,0,0,0,0.0272,0,0,0,0,0,0,0,0,0,0,XF,0,0,0,0,0,0,None,39.8920822,116.4012193,39.8921237,116.4027415,,,,,,,,,43,customer129
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer140
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer141
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer144
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,customer150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer157
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer158
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer161
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer162
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer163
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer164
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer166
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer179
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,customer180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer189
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer191
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer192
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer195
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer204
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer208
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,customer210
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,customer211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,customer212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,customer213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,customer214
